Journal,OA (%),Specialism (% Category Papers),Average Category Papers / Year,Average Citation Categories,Average News Mentions,Average Twitter Mentions
Archives of Hand and Microsurgery,"99,36 %","8,62 %","3,57","0,4",0,0
Journal of Bangladesh Society of Physiologist,100 %,"24,68 %","2,71","0,8",0,0
Efficacy and Mechanism Evaluation,100 %,"18,57 %","1,86","6,95",0,"3,02"
Journal of Reproduction and Development,100 %,"16,91 %","9,86","5,32",0,"0,79"
Clinical oncohematology,100 %,"50,85 %","21,43","1,23",0,"0,01"
Parasitologists United Journal,"94,36 %","24,31 %","6,29","1,42",0,"0,15"
Nöro Psikiyatri Arşivi,"83,17 %","7,99 %","5,57","3,04",0,"1,92"
Drug Metabolism and Pharmacokinetics,"21,19 %","2,22 %","3,86","1,56",0,"0,37"
Balaba,100 %,"60,16 %",11,"1,12",0,0
Chinese Journal of Digestive Surgery,0 %,"38,97 %","81,29","2,1",0,0
Indian Journal of Clinical Anaesthesia,"97,87 %","5,56 %","4,71","0,23",0,0
AI・データサイエンス論文集,0 %,"3,45 %","2,43","0,28",0,"0,06"
Journal of Rare Earths,"8,13 %","0,81 %","1,71","5,87",0,0
South Russian Journal of Cancer,100 %,"27,92 %","4,21","0,84",0,0
Senologie - Zeitschrift für Mammadiagnostik und -therapie,"5,21 %","5,67 %","9,71","0,05",0,0
Nuclear Medicine Review,100 %,"16,52 %","3,96","2,25",0,"0,72"
Annales Médico-psychologiques revue psychiatrique,"26,96 %","1,22 %","1,86","1,08",0,"0,05"
The Dhaka University Journal of Earth and Environmental Sciences,100 %,"24,42 %",3,"1,37",0,0
Radiation Medicine and Protection,100 %,"12,24 %","2,62","1,62",0,"0,15"
International Journal of Critical Illness and Injury Science,"99,64 %","12,73 %","4,86","3,36",0,"12,88"
Bulletin of the Korean Chemical Society,"26,58 %","1,6 %","3,14","2,91",0,"0,07"
Applied Solar Energy,"2,46 %","5,35 %","3,57","5,23",0,0
Journal of Heterocyclic Chemistry,"5,59 %","4,05 %","9,82","8,29",0,"0,05"
Journal of obstetrics and women's diseases,"66,6 %","9,39 %","10,71","0,74",0,0
Journal of Health Visiting,"8,72 %","2,17 %","1,71","1,09",0,"0,88"
International Journal of Toxicology,"46,87 %","4,44 %","2,71","4,16",0,"1,24"
World Science,100 %,"1,9 %","2,39","0,12",0,0
Latin American Journal of Clinical Sciences and Medical Technology,"46,9 %","11,72 %","2,14","2,22",0,0
Thalassemia Reports,100 %,"54,44 %",7,"1,58",0,"0,22"
ITM Web of Conferences,100 %,"1,24 %","2,78","1,92",0,0
Engenharia Agrícola,100 %,"3,34 %","2,29","3,24","0,32",0
Ningen Dock International,0 %,"13,46 %",2,"0,26",0,0
Ağrı - The Journal of The Turkish Society of Algology,"99,71 %","8,62 %","2,86","1,06",0,"0,12"
Journal of Hard Tissue Biology,100 %,"8,29 %","2,14","3,56",0,0
Inland Water Biology,"5,53 %","2,03 %","1,71","3,24",0,0
Journal of Japan Society of Civil Engineers Ser B2 (Coastal Engineering),"23,59 %","4,32 %","6,86","1,26",0,0
Solnechno-Zemnaya Fizika,"98,33 %","21,55 %","5,57","0,66",0,0
Head & Face Medicine,100 %,"13,69 %","4,71","12,66",0,"0,46"
Journal of the Japanese Society of Snow and Ice,"98,15 %","24,62 %","2,29","0,28",0,"0,22"
Kahramanmaraş Sütçü İmam Üniversitesi Tıp Fakültesi Dergisi,100 %,"4,62 %","2,48","0,11",0,0
Journal of Geovisualization and Spatial Analysis,"30,13 %","9,49 %","1,86","28,85",0,"0,08"
Telecommunications and Radio Engineering,"0,6 %","3,15 %","2,57","1,25",0,0
Translational Animal Science,100 %,"1,11 %",2,"7,1",0,"0,48"
Optometry and Vision Science,"39,17 %","6,23 %",9,"4,19",0,"1,62"
Autoimmunity Highlights,100 %,"34,69 %","2,43","8,87",0,"5,26"
Disability and Rehabilitation Assistive Technology,"33,24 %","1,73 %",2,"8,15",0,"6,95"
Turkish Neurosurgery,"49,48 %","21,55 %","28,57","2,55",0,"0,35"
Virus Genes,"33,82 %","8,83 %","7,14","7,76",0,"2,66"
Cardiogenetics,100 %,"47,96 %","6,71","1,28",0,"1,96"
Meteorology,100 %,"76,62 %","8,43","1,86",0,"1,91"
家族性腫瘍,0 %,"30,62 %","13,43","0,02",0,0
Journal of Transfusion Medicine,100 %,"24,56 %",2,"0,31","0,04",0
International Journal of Advances in Nursing Management,0 %,"3,89 %","2,29","0,85",0,0
Chemical Research in Chinese Universities,"4,18 %","1,79 %","2,71","4,28",0,"0,04"
Medicina (Ribeirão Preto),100 %,"5,32 %","3,21","0,36",0,0
Journal of Essential Oil Bearing Plants,"1,58 %","1,53 %","1,71","10,32",0,0
Applied Geography,"34,79 %","2,06 %","2,86","25,5",0,"0,31"
Polish Journal of Medical Physics And Engineering,100 %,"8,45 %","1,71","2,47",0,"0,33"
Practical oncology,100 %,"26,26 %","3,71","0,18",0,0
Acta Geodaetica et Geophysica,"26,89 %","9,68 %",3,"5,31",0,"0,53"
"Zeitschrift für Herz-,Thorax- und Gefäßchirurgie","25,8 %","7,73 %",5,"0,29",0,"0,28"
Russian Journal of Cardiology,100 %,"4,72 %","9,65","4,34",0,0
弘前医学,0 %,"12,81 %","7,43","0,28",0,"0,02"
Colloids and Interface Science Communications,"46,79 %","2,4 %",2,"7,42",0,"0,03"
Journal of Experimental Nanoscience,100 %,"11,11 %","2,14","12,72",0,0
IMC Journal of Medical Science,100 %,"11,16 %","2,01","0,7",0,0
Pathologia,100 %,"9,37 %",4,"0,59",0,0
Bioinorganic Chemistry and Applications,100 %,"6,93 %","3,29","10,48",0,"0,71"
Present Environment and Sustainable Development,100 %,"17,68 %",5,"1,36",0,0
Rhizosphere,"12,37 %","3,06 %",3,"22,75",0,"1,28"
Journal of Acupuncture and Tuina Science,"7,32 %","3,85 %","2,21","1,23",0,"1,17"
Journal of Pathology of Nepal,100 %,"35,75 %","10,57","0,48",0,0
International Journal of Cancer and Biomedical Research,"93,64 %","21,78 %",7,"0,69",0,"1,64"
Current Colorectal Cancer Reports,"23,24 %","27,06 %","3,29","3,17",0,"0,97"
Arid Ecosystems,"0,89 %","7,44 %","3,29","5,32",0,0
Seminars in Musculoskeletal Radiology,"13,08 %","8,59 %","8,86","7,86",0,"0,9"
The Japanese Journal of SURGICAL METABOLISM and NUTRITION,100 %,"5,54 %","2,86","0,07",0,"0,46"
International Journal of Pattern Recognition and Artificial Intelligence,"3,68 %","1,34 %","2,29","6,32",0,0
Neuroimmunology and Neuroinflammation,100 %,"12,73 %",2,"6,89",0,"0,17"
Sri Lanka Journal of Medicine,100 %,"20,81 %","5,86","0,25",0,0
Cardiovascular Intervention and Therapeutics,"23,69 %","2,63 %","1,71","3,24",0,"0,42"
Materials Advances,100 %,"0,91 %","3,71","6,59",0,"0,53"
PeerJ Computer Science,100 %,"1,02 %","2,14","4,44",0,"2,85"
Annals of Cancer Research and Therapy,"97,82 %","27,38 %","5,53","0,64",0,0
Iranian Journal of Neurosurgery,100 %,"24,56 %",6,"0,26",0,0
Russian Journal of Spine Surgery (Khirurgiya Pozvonochnika),100 %,"6,47 %","2,14","1,82",0,0
Journal of Clinical and Basic Research,100 %,"14,56 %","2,14","0,66",0,0
Quaestiones Geographicae,100 %,"7,04 %","2,71","5,6",0,"0,41"
Surgery and Oncology,"88,41 %","27,66 %","1,86","0,16",0,0
Kouqiang yixue,"0,79 %","6,91 %","7,71","0,92",0,"0,05"
Acta Horticulturae,"3,12 %","0,31 %","4,43","0,84",0,0
Allergologie select,"99,35 %","12,12 %","1,71","5,15",0,"2,67"
Ocean Science Journal,"10,03 %","5,88 %",2,"5,44",0,"0,18"
Asian Journal of Water Environment and Pollution,"6,36 %","4,93 %","3,29","1,15",0,0
Journal of Japan Society of Civil Engineers Ser B1 (Hydraulic Engineering),"3,64 %","32,29 %","73,57","0,99",0,"0,01"
Journal of Structural Chemistry,"2,3 %","1,16 %","4,43","0,5",0,0
Vestnik otorinolaringologii,"13,86 %","11,59 %","11,43","1,04",0,"0,27"
Indonesian Journal of Chemistry,100 %,"2,07 %","2,57","2,83",0,"0,39"
Journal of Institute of Medicine Nepal,100 %,"5,38 %","2,43","0,22",0,0
Nursing Research,"49,81 %","2,6 %","1,71","5,35",0,"3,33"
Ulyanovsk Medico-biological Journal,"68,82 %","5,36 %","2,14","0,08",0,0
Environmental Health Engineering and Management,100 %,"6,15 %","1,71","2,52",0,0
Head and neck tumors (HNT),100 %,"62,45 %","23,29","0,64",0,0
Novel Research in Microbiology Journal,100 %,"10,11 %","2,57","1,44",0,"0,16"
Iranian Journal of Biotechnology,"31,05 %","9,51 %","3,57","3,24",0,"0,15"
自動車技術会論文集,0 %,"0,67 %","1,86","0,03",0,0
Journal of Oral and Maxillofacial Surgery Medicine and Pathology,"17,79 %","29,53 %",37,"1,11",0,"0,02"
Current Drug Therapy,"1,97 %","7,61 %",4,"1,29",0,0
Iproceedings,100 %,"16,52 %",8,"0,39",0,0
EMC - Tratado de Medicina,"6,72 %","5,1 %","1,86",0,0,0
CLINICAL CALCIUM,0 %,10 %,"3,57","0,99",0,"0,14"
Al-Azhar Medical Journal,"93,41 %","5,71 %","6,65","0,35",0,0
Anwer Khan Modern Medical College Journal,"77,83 %","21,21 %",4,"0,42",0,0
Clinical and Experimental Health Sciences,"96,47 %","3,95 %",3,"0,25",0,0
IEEE/ACM Transactions on Computational Biology and Bioinformatics,"37,36 %","2,32 %","5,21","12,47",0,"1,09"
Tissue and Cell,"10,61 %","5,93 %","9,71","8,23",0,"0,81"
International Journal of Cancer and Clinical Research,"98,29 %","25,26 %","3,43","0,67",0,"0,25"
Microbiologica,0 %,"14,71 %","6,43","4,1",0,"0,79"
Archive of Clinical Cases,100 %,"32,7 %","7,43","1,05",0,"0,91"
ISH Journal of Hydraulic Engineering,"2,67 %","11,14 %","7,29","5,06",0,"0,03"
Jurnal Vektor Penyakit,100 %,"22,41 %","1,86","0,83",0,0
Chinese Journal of Postgraduates of Medicine,0 %,"6,67 %","12,96","0,86",0,0
Medical academic journal,"47,07 %","7,04 %","3,64","0,36",0,0
Turkish Journal of Agriculture - Food Science and Technology,100 %,"1,14 %","3,64","6,38",0,0
Actual Infectology,100 %,"14,05 %",6,"0,62",0,0
The Imaging Science Journal,"2,56 %","6,6 %","1,86","2,5",0,0
Diabetologie und Stoffwechsel,"0,93 %","0,85 %","3,43","0,47",0,"0,04"
Engineering Geology,"21,13 %","1,13 %","3,43","38,31",0,"0,26"
Wits Journal of Clinical Medicine,"83,43 %","7,8 %","2,29","0,85",0,"0,51"
Open Journal of Medical Microbiology,"98,5 %","14,29 %",2,"1,51",0,"0,07"
Zeynep Kamil Tıp Bülteni,"72,52 %","5,91 %","1,71","0,4",0,0
Medicine Today,"93,38 %","11,17 %",3,"0,89",0,0
松江市立病院医学雑誌,0 %,"4,5 %","2,14",0,0,"0,13"
Bandung Conference Series Medical Science,"84,33 %","6,36 %",2,0,0,0
Journal of the Association of Medical Microbiology and Infectious Disease Canada,"94,73 %","18,6 %","7,57","1,48",0,"2,78"
Prostaglandins and Other Lipid Mediators,"28,82 %","5,66 %","2,42","6,64",0,"1,54"
Annals of Animal Science,"99,31 %","2,73 %","2,57","5,52",0,0
Jinekoloji-Obstetrik ve Neonatoloji Tıp Dergisi,"93,22 %","4,88 %","2,07","0,07",0,0
Kahramanmaraş Sütçü İmam Üniversitesi Tarım ve Doğa Dergisi,"99,42 %","1,59 %","2,43","1,56",0,0
Ambiance in Life International Scientific Journal in Medicine of Southern Caucasus,100 %,"26,09 %","1,71",0,0,0
Prostate International,100 %,"6,49 %","1,71","6,35",0,"3,05"
Med Phoenix,100 %,"11,21 %","1,86","0,56",0,0
Laboratory Animal Research,100 %,"10,04 %","3,29","6,5",0,"0,38"
Journal of ExtraCorporeal Technology,"70,82 %","9,29 %","5,57","2,99",0,"0,52"
Hipertensión y Riesgo Vascular,"11,32 %","8,38 %",2,"1,35",0,"0,96"
Rational Pharmacotherapy in Cardiology,100 %,"3,48 %","3,13","1,95",0,0
Онкогинекология,0 %,"11,93 %","1,86","0,16",0,0
L O Badalyan Neurological Journal,"62,53 %","56,47 %","6,86","0,41",0,0
Current Medical Mycology,100 %,"13,45 %","4,29","3,47",0,"0,63"
Journal of Contemporary Brachytherapy,100 %,"13,85 %","9,5","6,68",0,"5,43"
Nepalese Medical Journal,100 %,"19,74 %","4,29","0,61",0,0
Companion Animal,"5,48 %","7,03 %","5,14","0,42",0,"0,42"
Egyptian Poultry Science Journal,"94,44 %","12,09 %","5,29","1,77",0,0
Avicenna Journal of Medical Biotechnology,"45,77 %","15,86 %","6,57","3,42",0,"0,62"
Journal of Pediatric and Adolescent Surgery,"98,15 %","25,93 %",3,"0,66",0,0
IG,100 %,20 %,2,"0,2",0,0
Interventional Medicine and Applied Science,100 %,"14,6 %","2,86","1,31",0,"0,25"
Russian veterinary journal,96 %,"13,29 %",3,"0,47",0,0
Neurointervention,100 %,"6,77 %","1,86","4,93",0,"0,15"
Journal of Insurance Medicine,"7,58 %","16,67 %","2,14","8,03",0,"0,72"
Radiation Diagnostics Radiation Therapy,"98,33 %","29,27 %","3,43","0,39",0,0
IAES International Journal of Artificial Intelligence (IJ-AI),100 %,"1,96 %","1,86","10,09",0,0
Current Cardiovascular Imaging Reports,"26,69 %","8,89 %","1,71","1,27",0,"12,94"
Nanoscience and Nanotechnology Letters,"0,34 %","5,75 %","5,29","0,98",0,0
Journal of watershed management research,"92,95 %","24,71 %","9,29","0,97",0,0
Chinese Journal of Clinical Nutrition,0 %,"10,51 %","5,29","0,79",0,0
International Journal of Polymeric Materials,"6,19 %","3,63 %",3,"9,17",0,"0,16"
Korean Journal of Family Practice,"41,26 %","3,04 %","2,14","1,21","0,07",0
Proceedings of the AAAI Conference on Artificial Intelligence,"99,87 %","0,16 %","2,29","17,25",0,"0,19"
健康医学,0 %,"5,77 %","2,2",0,0,"0,04"
Computers & Electrical Engineering,"10,96 %","0,74 %","2,29","25,01",0,0
Journal of Endocrine Surgery,"42,12 %","12,26 %","1,86","0,93",0,0
IJS Short Reports,"96,23 %","30,19 %","2,29","0,42",0,0
Malang Respiratory Journal,"97,98 %","64,13 %","4,21","0,03",0,0
胆道,0 %,"48,9 %","25,43","0,11",0,0
Regional blood circulation and microcirculation,"98,43 %","6,51 %","2,43","0,69",0,0
MEDICAL SCIENCE PULSE,100 %,"6,19 %",2,"0,24",0,0
Russian Journal of Organic Chemistry,"4,28 %","1,15 %","2,86","2,3",0,"0,03"
Biomedical Science and Engineering,"98,86 %","8,7 %",2,"0,02",0,"0,1"
Journal of Pharmaceutical Innovation,"16,54 %","3,45 %","2,43","10,56",0,"0,03"
Scientific Review Engineering and Environmental Sciences (SREES),100 %,"8,62 %","2,86","1,7",0,0
Al-Anbar Journal of Veterinary Sciences,100 %,"13,04 %","2,14","0,2",0,0
Journal für Gynäkologische Endokrinologie/Österreich,"48,6 %","13,33 %","5,43","0,31",0,"0,16"
Chinese Journal of Cardiac Arrhythmias,0 %,"3,51 %","3,14","1,5",0,0
Japanese Journal of Oral & Maxillofacial Surgery,"99,82 %","14,68 %","12,76","0,17",0,"0,01"
International Journal of Tropical Insect Science,"12,26 %","5,22 %",10,"3,01",0,"0,46"
International Journal of Clinical Medicine,"98,06 %","13,92 %",7,"0,45",0,"0,39"
Journal of Rheumatic Diseases,100 %,"20,83 %","7,14","2,69",0,"0,64"
Chinese Journal of Modern Nursing,0 %,"2,48 %","22,1","1,84",0,0
International Journal of Endocrine Oncology,100 %,"35,29 %","1,71","4,39",0,"0,81"
Geochemical Journal,"99,22 %","6,94 %","1,71","5,41",0,"0,11"
Slovak Journal of Civil Engineering,100 %,"7,39 %","1,86","3,15",0,0
Annals of the National Academy of Medical Sciences (India),100 %,"16,54 %","6,43","0,68",0,0
Egyptian Journal of Chemistry,"71,12 %","1,1 %","6,75","1,5",0,"0,01"
Parasitologia,100 %,"20,65 %","2,71","2,26",0,"1,45"
Dental Update,"4,09 %","5,94 %",9,"0,33",0,"0,25"
Journal of Pediatric Surgical Nursing,"14,77 %","6,75 %","2,29","0,59",0,"0,22"
Acta Medica Nagasakiensia,0 %,"19,28 %","2,29","1,18","0,12",0
Nihon Bika Gakkai Kaishi (Japanese Journal of Rhinology),"99,86 %","4,11 %","5,14","0,04",0,0
Journal of Applied Spectroscopy,"5,62 %","2,31 %","3,57","3,4",0,"0,38"
Neumología Pediátrica,100 %,"17,11 %","1,86","0,08",0,0
Folia Veterinaria,100 %,"7,5 %","2,57","1,53",0,0
Acta Chirurgiae Orthopaedicae et Traumatologiae Cechoslovaca,"96,38 %","5,05 %","2,71","1,19",0,0
Revista Clínica Escuela de Medicina UCR-HSJD,100 %,"16,07 %","3,86","0,27",0,0
Iranian Journal of Medical Microbiology,100 %,"14,2 %","6,71","1,53",0,0
Japanese Journal of JSCE,"0,05 %","5,95 %","11,71","0,04",0,"0,1"
Small Ruminant Research,"19,69 %","2,99 %","5,56","4,24",0,"0,59"
Current Otorhinolaryngology Reports,"22,76 %","14,78 %","6,71","2,93",0,"0,5"
JUXTA Jurnal Ilmiah Mahasiswa Kedokteran Universitas Airlangga,100 %,"20,79 %",3,"0,64",0,"1,54"
Benha Journal of Applied Sciences,"93,19 %","4,78 %","9,14","0,13",0,0
Otorinolaringologica,"36,09 %","7,22 %","4,57","0,24",0,0
Animal Reproduction,100 %,"13,12 %","7,14","6,04",0,"0,24"
Radiology - Practice,100 %,"27,48 %","5,14","0,25",0,0
Journal of Glaucoma,"33,63 %","2,24 %",5,"3,39",0,"3,72"
International Journal of Scientific Research in Science Engineering and Technology,"95,53 %","1,25 %","1,86","0,47",0,0
Chinese Journal of Clinical Infectious Diseases,0 %,"10,95 %","7,57","0,51",0,0
Journal of Liver Transplantation,100 %,"15,98 %","3,86","1,04",0,"0,71"
Immunohematology,"65,77 %","13,07 %","3,71","1,41",0,"0,35"
Yangtze Medicine,100 %,12 %,"2,57","0,84",0,"0,44"
Archives of Biological Sciences,100 %,"6,59 %","3,29","2,97",0,0
Russian Journal of General Chemistry,"3,52 %","1,03 %","5,57","5,51",0,0
Kinematics and Physics of Celestial Bodies,"6,57 %","9,77 %","2,43","2,71",0,0
Cogent Medicine,100 %,"6,9 %","2,57","3,08",0,"0,04"
Journal of Rural Medicine,100 %,"13,02 %",4,"2,44",0,"0,5"
Current HIV Research,"16,1 %","5,22 %","2,71","8,26",0,"0,53"
Althea Medical Journal,100 %,"15,06 %","5,14","0,51",0,0
Open Journal of Immunology,100 %,"35,29 %","1,71","0,38",0,"0,13"
Journal of Nihon University Medical Association,"96,73 %","8,63 %","4,75","0,1",0,"0,06"
Korean Journal of Clinical Laboratory Science,100 %,"6,71 %",3,"1,43",0,0
La Presse Médicale Formation,"30,04 %","2,42 %","2,14","0,03",0,0
International Journal of Scientific Reports,"98,97 %","16,06 %",12,"0,36",0,0
Journal of Prescribing Practice,"13,61 %","2,24 %","2,06","0,26",0,"0,18"
Surgery Open Digestive Advance,100 %,"14,29 %","1,86","0,36",0,"0,12"
Rice Science,100 %,"5,99 %","2,71","17,51",0,"0,08"
Clinical Nutrition Open Science,100 %,"4,3 %","2,14","3,21",0,"0,79"
Клінічна та профілактична медицина,100 %,"6,58 %","2,86","0,32",0,0
Ambiente e Agua - An Interdisciplinary Journal of Applied Science,100 %,"10,24 %","6,71","3,79",0,"0,64"
Journal of Asia-Pacific Entomology,"8,97 %","2,61 %","4,29","6,08",0,"0,17"
Die Diabetologie,"16,82 %","1,78 %",2,"0,83",0,0
Journal of Surgical Sciences,"79,17 %","14,66 %",4,"0,1",0,0
Romanian Journal of Rhinology,"97,61 %","24,12 %","5,86","0,29",0,0
Journal of National Institute of Neurosciences Bangladesh,"91,13 %","15,05 %","4,43","0,15",0,0
Bioscience Journal,100 %,"2,05 %","2,86","1,11",0,0
Journal of Osaka Dental University,0 %,"6,95 %","1,86","0,29",0,0
Diagnostyka Laboratoryjna,"1,85 %","12,39 %",2,0,0,0
Avicenna Journal of Clinical Medicine,100 %,"7,69 %","1,71","0,38",0,0
Solar System Research,"6,84 %","4,46 %","1,71","2,79",0,0
Scientific and practical journal Healthcare of Kyrgyzstan,"5,22 %","7,17 %","2,29",0,0,0
Interexpo GEO-Siberia,"93,45 %","1,74 %","4,43","0,23",0,0
Muscles,100 %,"17,14 %","1,71","0,74",0,"3,43"
Applied Nanoscience,"23,21 %","1,56 %","4,86","13,6",0,"0,06"
Chinese Herbal Medicines,"70,51 %","4,33 %","2,71","6,94",0,"0,19"
Інфекційні хвороби,"98,52 %","5,3 %","2,14","0,17",0,0
Journal of West African College of Surgeons,"83,33 %","14,73 %","6,14","0,91",0,"0,01"
Journal of Applied researches in Geographical Sciences,100 %,"10,57 %","5,86","0,33",0,0
Forum of Clinical Oncology,100 %,"35,82 %","3,43","1,59",0,"0,12"
Giornale italiano di cardiologia (2006),0 %,"5,04 %","7,88","1,17",0,"0,55"
Molecular Vision,100 %,"22,99 %","12,29","8,72",0,"0,48"
Journal of Immunoassay and Immunochemistry,"7,9 %","18,21 %","8,43","3,44",0,"0,95"
Benha Veterinary Medical Journal,"95,15 %","4,26 %",5,"0,76",0,0
Proceedings of the International Association of Hydrological Sciences,100 %,"26,19 %","14,14","4,08",0,"0,28"
Vavilov Journal of Genetics and Breeding,100 %,"5,01 %",5,"2,91",0,"0,54"
Annals of Neonatology Journal,100 %,"18,92 %",2,"0,64",0,0
Comptes Rendus de l'Académie Bulgare des Sciences : Sciences Mathématiques et Naturelles,"98,84 %","2,74 %","1,97","0,35",0,0
Journal of Stomatology Oral and Maxillofacial Surgery,"23,05 %","11,29 %","22,57",4,0,"0,47"
Gynecology Obstetrics and Reproductive Medicine,100 %,"12,4 %","4,59","0,61",0,0
MEDCHEM NEWS,0 %,"1,03 %","2,86",0,0,"0,27"
Jàmbá Journal of Disaster Risk Studies,100 %,"7,92 %","2,71","5,82",0,"1,64"
Journal of Arid Land Studies,0 %,"6,97 %",2,"1,33",0,0
Chinese Journal of Practical Medicine,0 %,"6,74 %","43,19","0,38",0,0
International Journal of Practical Otolaryngology,100 %,"38,71 %","1,71","0,29",0,"0,17"
EDIS,"90,39 %","0,57 %","2,43","0,24",0,0
Exercise Biochemistry Review,"98,72 %","5,36 %",3,0,0,0
